shipment_id,customer_id,driver_id,vehicle_id,route_origin_city,route_origin_country,route_dest_city,route_dest_country,distance_km,region,route_type,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weight_kg,cost_usd,fuel_consumed_liters,weather_condition,temperature_celsius,wind_speed_kmh
3068,51,5,25,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-12-19T11:15:00,2024-12-19T11:28:00,2024-12-20T09:39:24,2024-12-20T09:39:24,22.19,22.19,0,False,on_time,299.4,1107.81,561.47,Clear,24.9,36.9
3069,45,5,24,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-08-28T07:45:00,2023-08-28T07:45:00,2023-08-29T01:48:00,2023-08-29T02:58:12,18.05,19.22,70,True,delayed,6962.82,2831.72,516.79,Clear,20.8,12.2
3070,60,30,27,Paris,France,Madrid,Spain,1270,Europe,Road,2024-10-30T07:15:00,2024-10-30T07:28:00,2024-10-30T23:29:12,2024-10-30T23:29:12,16.02,16.02,0,False,on_time,2958.03,1612.32,438.04,Cloudy,21.4,5.9
3071,1,47,17,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-01T06:45:00,2024-12-01T06:55:00,2024-12-01T15:51:24,2024-12-01T15:51:24,8.94,8.94,0,False,on_time,1822.89,795.72,181.37,Cloudy,22.0,44.5
3072,49,36,4,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-13T16:30:00,2024-12-13T16:50:00,2024-12-14T23:12:12,2024-12-14T23:12:12,30.37,30.37,0,False,on_time,1207.39,2768.51,779.39,Clear,19.8,57.7
3073,78,26,18,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-10-30T15:45:00,2024-10-30T16:00:00,2024-10-31T14:05:24,2024-10-31T14:05:24,22.09,22.09,0,False,on_time,596.21,2770.43,484.69,Snow,-5.7,67.7
3074,62,38,24,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-03-20T16:45:00,2023-03-20T16:45:00,2023-03-21T10:30:36,2023-03-21T13:40:48,17.76,20.93,190,True,delayed,12828.9,2528.73,376.64,Heavy Rain,14.1,13.7
3075,84,40,7,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-07-24T15:45:00,2024-07-24T15:56:00,2024-07-25T13:49:24,2024-07-25T15:38:36,21.89,23.71,109,True,delayed,724.92,1616.8,534.37,Cloudy,19.9,31.6
3076,67,22,5,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-08-07T08:00:00,2024-08-07T08:04:00,2024-08-07T16:29:48,2024-08-07T16:29:48,8.43,8.43,0,False,on_time,6313.04,1153.23,198.09,Clear,19.1,70.9
3077,100,16,25,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-06-26T10:00:00,2023-06-26T10:02:00,2023-06-26T18:49:24,2023-06-26T18:49:24,8.79,8.79,0,False,on_time,430.78,549.05,163.38,Cloudy,20.3,59.3
3078,57,2,30,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-05-14T14:00:00,2024-05-14T14:20:00,2024-05-15T05:36:12,2024-05-15T05:36:12,15.27,15.27,0,False,on_time,255.07,1380.64,322.24,Clear,30.2,16.3
3079,81,50,19,London,UK,Berlin,Germany,930,Europe,Road,2024-08-19T11:15:00,2024-08-19T11:21:00,2024-08-19T22:07:12,2024-08-19T22:57:00,10.77,11.6,50,True,delayed,3920.88,1533.82,278.44,Cloudy,17.3,15.3
3080,31,12,22,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-26T09:30:00,2024-12-26T09:33:00,2024-12-27T12:43:48,2024-12-27T12:43:48,27.18,27.18,0,False,on_time,6803.98,4483.35,851.75,Rain,19.5,24.6
3081,13,46,30,Paris,France,Madrid,Spain,1270,Europe,Road,2023-06-28T13:45:00,2023-06-28T14:00:00,2023-06-29T09:20:24,2023-06-29T11:13:12,19.34,21.22,113,True,delayed,934.24,1520.97,365.96,Clear,33.2,12.6
3082,98,21,10,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-01-13T15:30:00,2023-01-13T15:37:00,2023-01-13T23:41:48,2023-01-13T23:41:48,8.08,8.08,0,False,on_time,680.7,403.72,161.88,Rain,14.1,9.9
3083,76,7,23,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-12-17T06:30:00,2023-12-17T06:37:00,2023-12-17T13:44:12,2023-12-17T14:56:12,7.12,8.32,72,True,delayed,3845.2,830.03,237.45,Clear,15.0,62.5
3084,58,33,26,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-12-01T14:45:00,2024-12-01T15:04:00,2024-12-02T10:58:36,2024-12-02T10:58:36,19.91,19.91,0,False,on_time,253.06,1143.22,547.66,Clear,24.8,39.5
3085,26,13,2,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-08-16T14:00:00,2023-08-16T14:02:00,2023-08-17T10:32:00,2023-08-17T10:32:00,20.5,20.5,0,False,on_time,156.98,1108.22,426.0,Cloudy,11.6,54.5
3086,14,15,7,London,UK,Berlin,Germany,930,Europe,Road,2023-08-01T06:00:00,2023-08-01T06:11:00,2023-08-01T21:27:48,2023-08-01T21:27:48,15.28,15.28,0,False,on_time,3822.7,1155.37,257.35,Clear,20.2,78.1
3087,64,31,4,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-10-23T17:00:00,2023-10-23T17:05:00,2023-10-24T01:13:24,2023-10-24T02:15:12,8.14,9.17,62,True,delayed,981.48,594.04,135.15,Fog,6.8,23.7
3088,70,7,29,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-30T06:30:00,2024-04-30T06:33:00,2024-05-01T05:03:00,2024-05-01T05:03:00,22.5,22.5,0,False,on_time,3982.19,2420.2,490.24,Heavy Rain,8.5,70.8
3089,85,39,22,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-09-24T08:00:00,2024-09-24T08:13:00,2024-09-24T16:09:24,2024-09-24T16:09:24,7.94,7.94,0,False,on_time,13025.44,999.91,147.27,Clear,22.5,9.1
3090,81,18,8,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-09-02T09:45:00,2024-09-02T09:47:00,2024-09-04T00:28:24,2024-09-04T01:27:12,38.69,39.67,59,True,delayed,873.61,2051.5,708.57,Cloudy,20.7,45.8
3091,29,22,4,Paris,France,Madrid,Spain,1270,Europe,Road,2023-07-22T13:30:00,2023-07-22T13:37:00,2023-07-23T03:47:48,2023-07-23T03:47:48,14.18,14.18,0,False,on_time,2269.94,1400.77,468.56,Cloudy,16.7,55.3
3092,54,43,2,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-06-23T10:30:00,2023-06-23T10:30:00,2023-06-23T19:43:12,2023-06-23T21:15:00,9.22,10.75,92,True,delayed,63.0,554.37,248.15,Clear,21.4,75.7
3093,61,43,2,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-07-29T10:00:00,2023-07-29T10:00:00,2023-07-29T16:37:12,2023-07-29T16:37:12,6.62,6.62,0,False,on_time,609.57,450.38,177.39,Clear,29.9,43.8
3094,62,7,23,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-05-20T17:30:00,2023-05-20T17:47:00,2023-05-21T13:42:48,2023-05-21T13:42:48,19.93,19.93,0,False,on_time,3093.76,1953.04,487.7,Clear,29.7,21.4
3095,13,32,14,London,UK,Berlin,Germany,930,Europe,Road,2024-03-12T18:30:00,2024-03-12T18:37:00,2024-03-13T09:22:36,2024-03-13T09:22:36,14.76,14.76,0,False,on_time,3508.46,1517.76,340.17,Snow,-5.4,36.2
3096,22,43,29,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-11-09T17:45:00,2024-11-09T17:47:00,2024-11-10T04:01:24,2024-11-10T04:01:24,10.24,10.24,0,False,on_time,1629.97,1294.69,177.05,Clear,23.6,12.0
3097,54,9,29,London,UK,Berlin,Germany,930,Europe,Road,2024-08-27T11:30:00,2024-08-27T11:45:00,2024-08-27T23:03:00,2024-08-28T02:07:48,11.3,14.38,185,True,delayed,3302.07,1544.8,259.05,Snow,-1.8,22.3
3098,1,18,1,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-04-22T06:15:00,2024-04-22T06:21:00,2024-04-22T15:28:12,2024-04-22T15:28:12,9.12,9.12,0,False,on_time,485.21,1125.47,224.92,Cloudy,12.1,8.8
3099,80,45,15,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-01-15T14:15:00,2024-01-15T14:27:00,2024-01-17T05:34:12,2024-01-17T06:16:12,39.12,39.82,42,True,delayed,758.22,2747.69,950.56,Clear,21.0,27.4
3100,92,23,2,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-05-04T09:15:00,2024-05-04T09:25:00,2024-05-04T16:54:24,2024-05-04T16:54:24,7.49,7.49,0,False,on_time,100.8,417.61,158.61,Clear,17.7,54.5
3101,49,49,17,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-08-13T12:45:00,2023-08-13T12:59:00,2023-08-14T19:27:48,2023-08-14T20:00:48,30.48,31.03,33,True,delayed,3912.39,3114.16,869.29,Clear,15.7,30.9
3102,9,24,27,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-09-11T06:15:00,2024-09-11T06:25:00,2024-09-11T14:03:24,2024-09-11T14:03:24,7.64,7.64,0,False,on_time,93.74,696.87,140.35,Rain,15.3,65.2
3103,53,45,9,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-09-27T10:30:00,2023-09-27T10:44:00,2023-09-28T02:28:24,2023-09-28T02:28:24,15.74,15.74,0,False,on_time,4026.01,1447.38,411.58,Cloudy,21.7,66.8
3104,97,41,17,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-07-09T06:30:00,2023-07-09T06:50:00,2023-07-09T16:51:48,2023-07-09T16:51:48,10.03,10.03,0,False,on_time,1465.45,748.26,261.14,Clear,22.4,56.8
3105,84,23,2,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-10-15T06:15:00,2023-10-15T06:35:00,2023-10-16T06:50:00,2023-10-16T06:50:00,24.25,24.25,0,False,on_time,467.67,1148.12,537.07,Cloudy,20.2,7.7
3106,34,20,27,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-09-21T16:00:00,2023-09-21T16:17:00,2023-09-23T03:00:48,2023-09-23T04:50:36,34.73,36.56,110,True,delayed,254.21,2954.93,606.88,Clear,16.4,24.1
3107,81,7,14,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-01-03T10:30:00,2024-01-03T10:39:00,2024-01-03T19:27:36,2024-01-03T20:07:48,8.81,9.48,40,True,delayed,647.98,914.48,165.28,Fog,10.5,23.9
3108,30,26,14,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-08-05T10:45:00,2023-08-05T10:45:00,2023-08-05T20:23:24,2023-08-05T20:23:24,9.64,9.64,0,False,on_time,4558.46,1320.74,229.26,Clear,17.8,26.2
3109,38,35,6,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-03-30T12:00:00,2024-03-30T12:01:00,2024-03-31T06:25:00,2024-03-31T06:25:00,18.4,18.4,0,False,on_time,11172.64,2112.41,414.89,Clear,16.8,43.0
3110,35,27,10,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-04-20T18:45:00,2023-04-20T18:56:00,2023-04-21T22:16:24,2023-04-21T22:16:24,27.34,27.34,0,False,on_time,92.13,1598.05,589.08,Rain,12.0,6.7
3111,90,23,21,Paris,France,Madrid,Spain,1270,Europe,Road,2023-01-23T13:00:00,2023-01-23T13:20:00,2023-01-24T04:35:00,2023-01-24T04:35:00,15.25,15.25,0,False,on_time,6936.1,2182.91,498.36,Clear,24.7,62.5
3112,10,27,10,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-04-14T16:00:00,2023-04-14T16:05:00,2023-04-15T06:20:00,2023-04-15T06:20:00,14.25,14.25,0,False,on_time,542.93,850.38,366.6,Heavy Rain,9.7,17.2
3113,3,36,17,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-04-13T12:30:00,2023-04-13T12:43:00,2023-04-13T18:46:00,2023-04-14T00:49:00,6.05,12.1,363,True,failed,1157.33,669.21,183.67,Snow,-2.7,61.9
3114,62,39,21,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-03-28T16:15:00,2023-03-28T16:17:00,2023-03-29T00:21:48,2023-03-29T00:21:48,8.08,8.08,0,False,on_time,13840.27,1021.96,195.72,Rain,18.4,52.5
3115,97,19,27,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-11-30T16:30:00,2024-11-30T16:49:00,2024-11-30T23:11:48,2024-11-30T23:11:48,6.38,6.38,0,False,on_time,3248.47,592.39,178.47,Fog,9.5,29.3
3116,61,38,24,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-09-30T10:30:00,2023-09-30T10:39:00,2023-09-30T21:12:36,2023-09-30T23:06:36,10.56,12.46,114,True,delayed,6229.05,1232.81,242.94,Clear,20.1,35.4
3117,88,35,23,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-10-24T14:45:00,2023-10-24T15:00:00,2023-10-24T23:19:48,2023-10-24T23:19:48,8.33,8.33,0,False,on_time,3046.65,764.69,223.94,Clear,28.5,40.8
3118,44,47,25,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-04-26T09:45:00,2024-04-26T09:49:00,2024-04-26T16:47:48,2024-04-26T20:07:36,6.98,10.31,200,True,delayed,273.69,429.33,200.47,Heavy Rain,9.5,36.8
3119,65,48,25,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-11-10T13:45:00,2023-11-10T13:57:00,2023-11-10T20:14:24,2023-11-10T20:14:24,6.29,6.29,0,False,on_time,530.76,440.29,138.99,Cloudy,11.8,19.2
3120,7,33,28,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-09-17T08:30:00,2023-09-17T08:36:00,2023-09-18T03:52:12,2023-09-18T03:52:12,19.27,19.27,0,False,on_time,145.79,1176.56,501.99,Clear,31.9,68.5
3121,89,46,21,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-03-06T18:45:00,2024-03-06T19:05:00,2024-03-07T02:42:12,2024-03-07T04:47:00,7.62,9.7,125,True,delayed,6987.54,1008.61,195.82,Rain,16.8,53.9
3122,5,18,4,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-11-08T10:30:00,2024-11-08T10:45:00,2024-11-09T00:30:36,2024-11-09T00:30:36,13.76,13.76,0,False,on_time,3792.71,1516.44,334.37,Cloudy,15.3,38.8
3123,55,2,1,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-02-26T08:30:00,2023-02-26T08:32:00,2023-02-26T16:06:12,2023-02-26T16:06:12,7.57,7.57,0,False,on_time,5750.71,1337.27,196.12,Fog,4.8,53.0
3124,63,41,22,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-07-05T11:45:00,2024-07-05T12:05:00,2024-07-05T19:40:24,2024-07-05T21:49:24,7.59,9.74,129,True,delayed,3493.17,1096.32,247.02,Rain,19.2,46.2
3125,86,5,14,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-12-11T17:45:00,2023-12-11T17:58:00,2023-12-12T14:44:48,2023-12-12T14:44:48,20.78,20.78,0,False,on_time,3415.06,2857.98,526.68,Clear,34.4,5.2
3126,69,6,19,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-08-01T11:15:00,2024-08-01T11:20:00,2024-08-02T05:11:36,2024-08-02T05:11:36,17.86,17.86,0,False,on_time,7592.73,2807.37,401.72,Clear,27.5,57.2
3127,74,24,27,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-08-08T11:45:00,2024-08-08T12:03:00,2024-08-09T19:16:48,2024-08-09T19:16:48,31.23,31.23,0,False,on_time,3929.48,2474.18,732.44,Cloudy,21.0,53.4
3128,54,4,10,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-01-24T09:45:00,2023-01-24T10:02:00,2023-01-24T23:08:00,2023-01-24T23:08:00,13.1,13.1,0,False,on_time,71.89,945.06,421.68,Rain,13.2,70.6
3129,10,45,14,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-10-18T18:30:00,2024-10-18T18:31:00,2024-10-19T02:33:24,2024-10-19T02:33:24,8.04,8.04,0,False,on_time,15403.11,973.68,164.15,Cloudy,11.5,31.6
3130,67,20,12,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-04-23T16:30:00,2024-04-23T16:43:00,2024-04-24T03:18:24,2024-04-24T03:18:24,10.59,10.59,0,False,on_time,3921.25,826.49,176.59,Cloudy,11.7,19.5
3131,55,13,13,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-01-23T16:45:00,2023-01-23T16:50:00,2023-01-24T06:30:48,2023-01-24T06:30:48,13.68,13.68,0,False,on_time,264.96,846.24,392.11,Cloudy,15.2,51.0
3132,16,15,3,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-10-01T14:15:00,2024-10-01T14:16:00,2024-10-01T22:16:00,2024-10-01T22:16:00,8.0,8.0,0,False,on_time,131.03,580.45,149.65,Clear,32.0,28.1
3133,3,33,13,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-08-02T18:45:00,2023-08-02T18:58:00,2023-08-03T04:14:48,2023-08-03T04:14:48,9.28,9.28,0,False,on_time,408.54,534.13,232.76,Clear,20.6,26.1
3134,7,3,8,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-12-14T12:30:00,2024-12-14T12:33:00,2024-12-14T18:37:48,2024-12-14T18:37:48,6.08,6.08,0,False,on_time,623.93,396.4,199.84,Clear,23.4,24.7
3135,67,7,21,Paris,France,Madrid,Spain,1270,Europe,Road,2023-04-20T14:15:00,2023-04-20T14:18:00,2023-04-21T06:52:48,2023-04-21T06:52:48,16.58,16.58,0,False,on_time,4236.79,2475.67,429.92,Clear,16.9,11.2
3136,89,44,16,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-07-13T09:00:00,2023-07-13T09:12:00,2023-07-14T06:42:00,2023-07-14T06:42:00,21.5,21.5,0,False,on_time,4001.59,2399.36,669.6,Clear,20.1,21.3
3137,51,44,8,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-25T16:15:00,2024-07-25T16:24:00,2024-07-25T22:53:24,2024-07-25T22:53:24,6.49,6.49,0,False,on_time,839.09,426.54,156.34,Rain,10.9,59.0
3138,95,26,8,Paris,France,Madrid,Spain,1270,Europe,Road,2024-07-17T16:30:00,2024-07-17T16:35:00,2024-07-18T13:11:36,2024-07-18T13:11:36,20.61,20.61,0,False,on_time,828.04,1010.9,343.53,Clear,30.9,79.7
3139,81,25,3,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-03-18T12:15:00,2023-03-18T12:25:00,2023-03-18T21:28:00,2023-03-18T21:28:00,9.05,9.05,0,False,on_time,1401.49,715.46,202.58,Clear,27.1,25.8
3140,71,8,4,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-20T14:15:00,2024-12-20T14:29:00,2024-12-20T21:03:12,2024-12-20T23:55:24,6.57,9.44,172,True,delayed,3162.3,634.4,202.86,Rain,16.8,71.0
3141,84,39,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-10-02T15:00:00,2023-10-02T15:13:00,2023-10-02T21:31:36,2023-10-02T21:31:36,6.31,6.31,0,False,on_time,1827.03,636.82,170.67,Cloudy,17.5,45.4
3142,100,25,14,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-10-29T06:45:00,2023-10-29T06:50:00,2023-10-29T15:48:12,2023-10-29T15:48:12,8.97,8.97,0,False,on_time,9589.62,1236.37,251.89,Clear,22.6,18.7
3143,72,39,23,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-11-21T13:15:00,2023-11-21T13:19:00,2023-11-21T21:50:12,2023-11-21T21:50:12,8.52,8.52,0,False,on_time,122.73,574.97,138.66,Clear,32.9,39.5
3144,23,40,6,London,UK,Berlin,Germany,930,Europe,Road,2023-05-18T15:30:00,2023-05-18T15:44:00,2023-05-19T05:30:48,2023-05-19T05:30:48,13.78,13.78,0,False,on_time,947.71,1816.59,291.42,Cloudy,16.6,74.2
3145,41,43,27,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-08-16T18:30:00,2023-08-16T18:41:00,2023-08-17T02:18:12,2023-08-17T03:14:00,7.62,8.55,56,True,delayed,868.3,580.43,138.82,Cloudy,23.2,58.9
3146,58,12,9,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-02-10T13:15:00,2024-02-10T13:30:00,2024-02-10T19:28:48,2024-02-10T20:27:00,5.98,6.95,58,True,delayed,279.02,578.29,187.94,Clear,16.3,54.8
3147,62,39,12,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-07-15T07:45:00,2023-07-15T08:00:00,2023-07-15T17:36:36,2023-07-15T17:36:36,9.61,9.61,0,False,on_time,3941.42,735.51,266.26,Clear,29.1,57.5
3148,44,19,24,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-08-07T09:45:00,2023-08-07T09:47:00,2023-08-07T17:50:36,2023-08-07T17:50:36,8.06,8.06,0,False,on_time,13572.93,1315.74,179.97,Clear,32.6,26.7
3149,60,19,15,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-03-20T18:15:00,2023-03-20T18:23:00,2023-03-21T16:25:24,2023-03-21T18:21:12,22.04,23.97,116,True,delayed,110.34,2084.44,504.89,Cloudy,17.9,30.1
3150,59,47,27,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-02-17T06:15:00,2024-02-17T06:17:00,2024-02-17T13:36:12,2024-02-17T13:36:12,7.32,7.32,0,False,on_time,3870.26,732.8,192.77,Cloudy,20.8,67.6
3151,37,20,5,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-07-24T17:00:00,2024-07-24T17:10:00,2024-07-25T00:44:12,2024-07-25T01:52:00,7.57,8.7,68,True,delayed,893.34,1320.5,246.13,Clear,33.5,58.1
3152,17,12,14,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-09-17T16:45:00,2024-09-17T17:00:00,2024-09-18T03:22:12,2024-09-18T03:22:12,10.37,10.37,0,False,on_time,6543.42,1216.62,236.69,Fog,9.0,25.6
3153,54,15,25,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-09-13T12:45:00,2024-09-13T12:55:00,2024-09-13T23:58:36,2024-09-14T05:15:24,11.06,16.34,317,True,failed,289.9,524.07,205.69,Snow,0.0,17.7
3154,3,35,27,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-09-25T18:00:00,2023-09-25T18:16:00,2023-09-26T01:40:00,2023-09-26T01:40:00,7.4,7.4,0,False,on_time,1674.76,586.34,190.45,Cloudy,17.4,69.0
3155,33,35,30,London,UK,Berlin,Germany,930,Europe,Road,2023-06-13T13:45:00,2023-06-13T14:02:00,2023-06-14T04:44:00,2023-06-14T07:36:48,14.7,17.58,173,True,delayed,3196.2,1026.08,240.24,Rain,19.6,6.6
3156,39,49,26,London,UK,Berlin,Germany,930,Europe,Road,2024-11-18T18:30:00,2024-11-18T18:47:00,2024-11-19T07:57:12,2024-11-19T07:57:12,13.17,13.17,0,False,on_time,204.66,742.8,309.0,Cloudy,22.8,29.5
3157,59,34,21,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-10-24T07:30:00,2023-10-24T07:49:00,2023-10-25T11:20:48,2023-10-25T12:07:36,27.53,28.31,47,True,delayed,15528.41,4113.14,652.18,Clear,23.1,64.3
3158,39,35,19,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-03-04T17:30:00,2023-03-04T17:37:00,2023-03-05T21:42:24,2023-03-05T22:27:24,28.09,28.84,45,True,delayed,7076.98,4330.19,749.42,Cloudy,21.6,18.3
3159,94,3,7,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-09-24T13:00:00,2024-09-24T13:18:00,2024-09-24T21:00:00,2024-09-24T22:22:12,7.7,9.07,82,True,delayed,2704.48,587.21,144.41,Clear,33.1,5.4
3160,42,18,30,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-03-22T13:00:00,2023-03-22T13:08:00,2023-03-23T07:53:00,2023-03-23T07:53:00,18.75,18.75,0,False,on_time,886.48,1341.35,368.99,Rain,16.1,21.9
3161,77,41,6,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-04-18T16:00:00,2023-04-18T16:14:00,2023-04-19T02:02:00,2023-04-19T02:02:00,9.8,9.8,0,False,on_time,12557.59,1180.53,172.99,Clear,24.9,6.0
3162,29,10,16,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-04-24T17:00:00,2023-04-24T17:15:00,2023-04-25T04:33:00,2023-04-25T04:33:00,11.3,11.3,0,False,on_time,2273.47,763.62,198.96,Clear,22.4,39.2
3163,76,43,17,London,UK,Berlin,Germany,930,Europe,Road,2024-03-14T13:45:00,2024-03-14T14:00:00,2024-03-15T01:04:12,2024-03-15T01:04:12,11.07,11.07,0,False,on_time,563.73,1025.01,333.79,Cloudy,22.0,18.3
3164,12,28,29,Paris,France,Madrid,Spain,1270,Europe,Road,2023-05-01T10:15:00,2023-05-01T10:19:00,2023-05-02T07:22:00,2023-05-02T07:22:00,21.05,21.05,0,False,on_time,1802.03,2129.84,498.87,Clear,29.9,51.7
3165,51,9,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-03-08T13:30:00,2024-03-08T13:48:00,2024-03-08T20:08:24,2024-03-08T21:45:36,6.34,7.96,97,True,delayed,460.71,659.78,136.07,Clear,26.9,65.6
3166,86,32,25,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-10-05T18:45:00,2024-10-05T19:02:00,2024-10-06T01:51:12,2024-10-06T01:51:12,6.82,6.82,0,False,on_time,68.67,396.56,194.05,Rain,12.1,35.4
3167,6,1,15,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-08-10T12:00:00,2023-08-10T12:17:00,2023-08-11T11:44:00,2023-08-11T11:44:00,23.45,23.45,0,False,on_time,198.63,2250.08,720.99,Clear,15.8,10.2
3168,69,48,30,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-06-22T17:00:00,2023-06-22T17:14:00,2023-06-23T07:14:36,2023-06-23T10:17:36,14.01,17.06,183,True,delayed,286.8,1490.82,447.42,Heavy Rain,11.2,71.4
3169,32,30,21,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-05-07T12:45:00,2023-05-07T12:58:00,2023-05-07T20:19:36,2023-05-07T20:19:36,7.36,7.36,0,False,on_time,11270.47,1071.75,214.96,Clear,32.5,77.6
3170,87,3,22,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-07-17T12:00:00,2023-07-17T12:16:00,2023-07-17T20:32:48,2023-07-18T00:44:48,8.28,12.48,252,True,failed,7814.94,1035.31,196.85,Heavy Rain,11.2,18.3
3171,4,43,10,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-16T06:45:00,2024-07-16T07:02:00,2024-07-16T13:47:36,2024-07-16T15:13:24,6.76,8.19,86,True,delayed,613.41,420.87,148.74,Clear,34.2,53.7
